id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
3670,location 1084,1,event_type 11,severity_type 1,feature 170,4,resource_type 8
7301,location 846,1,event_type 15,severity_type 2,feature 82,4,resource_type 8
2105,location 234,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
1954,location 418,0,event_type 35,severity_type 4,feature 301,5,resource_type 2
7699,location 875,0,event_type 11,severity_type 2,feature 202,2,resource_type 8
15680,location 821,1,event_type 15,severity_type 1,feature 71,1,resource_type 8
16960,location 490,0,event_type 34,severity_type 2,feature 235,7,resource_type 2
2476,location 107,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
4646,location 126,0,event_type 34,severity_type 2,feature 313,8,resource_type 2
4826,location 122,0,event_type 34,severity_type 2,feature 313,5,resource_type 2
14595,location 1,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
12970,location 618,1,event_type 14,severity_type 2,feature 54,2,resource_type 4
9353,location 95,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
17222,location 491,0,event_type 35,severity_type 2,feature 235,3,resource_type 2
10057,location 500,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
12864,location 921,2,event_type 11,severity_type 1,feature 203,10,resource_type 8
16999,location 878,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
2692,location 444,0,event_type 34,severity_type 2,feature 313,2,resource_type 2
14976,location 963,0,event_type 11,severity_type 1,feature 195,41,resource_type 8
6847,location 240,1,event_type 35,severity_type 2,feature 232,4,resource_type 2
15784,location 599,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
8439,location 303,1,event_type 21,severity_type 1,feature 301,1,resource_type 2
7067,location 684,0,event_type 15,severity_type 2,feature 82,40,resource_type 8
18113,location 155,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
17415,location 717,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
12978,location 1010,0,event_type 11,severity_type 1,feature 73,9,resource_type 8
5459,location 878,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
10742,location 991,1,event_type 11,severity_type 1,feature 206,1,resource_type 8
497,location 253,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
6646,location 1058,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
12958,location 1042,0,event_type 15,severity_type 1,feature 203,8,resource_type 8
5394,location 35,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
12610,location 648,1,event_type 23,severity_type 1,feature 223,1,resource_type 7
5926,location 465,0,event_type 21,severity_type 1,feature 220,1,resource_type 2
9713,location 499,0,event_type 34,severity_type 2,feature 233,71,resource_type 2
7364,location 597,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
5311,location 836,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
13337,location 101,0,event_type 35,severity_type 2,feature 228,2,resource_type 2
11149,location 476,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
6938,location 864,1,event_type 24,severity_type 1,feature 239,3,resource_type 2
14109,location 808,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
16926,location 91,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
5219,location 157,0,event_type 35,severity_type 2,feature 312,19,resource_type 2
14939,location 845,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
6492,location 695,0,event_type 11,severity_type 1,feature 195,3,resource_type 8
4107,location 707,0,event_type 15,severity_type 2,feature 349,1,resource_type 8
506,location 756,0,event_type 11,severity_type 1,feature 54,13,resource_type 8
2435,location 738,1,event_type 11,severity_type 1,feature 198,1,resource_type 8
12376,location 734,1,event_type 15,severity_type 2,feature 56,2,resource_type 1
135,location 878,0,event_type 11,severity_type 1,feature 195,6,resource_type 8
9605,location 244,0,event_type 34,severity_type 2,feature 312,26,resource_type 2
13872,location 1084,0,event_type 32,severity_type 2,feature 54,1,resource_type 8
15057,location 1008,0,event_type 15,severity_type 2,feature 82,40,resource_type 8
11020,location 661,1,event_type 11,severity_type 1,feature 54,1,resource_type 6
3536,location 1063,0,event_type 11,severity_type 1,feature 109,1,resource_type 8
14249,location 821,2,event_type 11,severity_type 1,feature 82,101,resource_type 8
3979,location 95,0,event_type 35,severity_type 2,feature 228,1,resource_type 2
8293,location 407,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
2987,location 126,0,event_type 34,severity_type 2,feature 312,38,resource_type 2
2361,location 821,2,event_type 15,severity_type 1,feature 80,1,resource_type 8
11595,location 984,2,event_type 20,severity_type 1,feature 54,40,resource_type 7
15473,location 641,0,event_type 42,severity_type 1,feature 291,60,resource_type 2
8927,location 468,0,event_type 35,severity_type 2,feature 312,35,resource_type 2
7128,location 1052,1,event_type 15,severity_type 1,feature 201,11,resource_type 8
5580,location 644,0,event_type 47,severity_type 1,feature 285,9,resource_type 2
2302,location 644,0,event_type 46,severity_type 1,feature 369,1,resource_type 2
3332,location 468,0,event_type 34,severity_type 2,feature 232,8,resource_type 2
15011,location 826,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
3262,location 763,0,event_type 15,severity_type 1,feature 71,2,resource_type 8
8459,location 1107,0,event_type 11,severity_type 1,feature 82,108,resource_type 8
3303,location 794,0,event_type 14,severity_type 1,feature 306,1,resource_type 7
7207,location 124,0,event_type 34,severity_type 2,feature 313,7,resource_type 2
2560,location 478,0,event_type 35,severity_type 2,feature 229,17,resource_type 2
5935,location 504,0,event_type 35,severity_type 2,feature 232,5,resource_type 2
17817,location 116,0,event_type 20,severity_type 1,feature 232,2,resource_type 2
6081,location 704,0,event_type 11,severity_type 1,feature 196,1,resource_type 8
1244,location 276,1,event_type 35,severity_type 2,feature 307,1,resource_type 2
784,location 445,0,event_type 35,severity_type 2,feature 312,11,resource_type 2
5703,location 846,2,event_type 11,severity_type 1,feature 203,10,resource_type 8
4848,location 1,0,event_type 11,severity_type 1,feature 56,3,resource_type 8
5634,location 1075,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
16696,location 793,0,event_type 11,severity_type 1,feature 109,1,resource_type 8
12619,location 326,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
15671,location 252,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
12676,location 519,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
18093,location 1083,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
11855,location 972,1,event_type 11,severity_type 2,feature 87,1,resource_type 7
1456,location 1048,0,event_type 11,severity_type 1,feature 54,636,resource_type 8
17460,location 1100,1,event_type 15,severity_type 1,feature 201,1,resource_type 8
12099,location 957,0,event_type 54,severity_type 1,feature 55,2,resource_type 8
274,location 244,0,event_type 34,severity_type 2,feature 312,45,resource_type 2
105,location 376,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
13301,location 1046,0,event_type 18,severity_type 1,feature 244,1,resource_type 8
12782,location 821,2,event_type 15,severity_type 2,feature 71,2,resource_type 8
8928,location 324,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
11604,location 847,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
16445,location 709,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
16694,location 810,1,event_type 11,severity_type 1,feature 203,4,resource_type 8
646,location 484,0,event_type 35,severity_type 2,feature 310,1,resource_type 2
11171,location 894,0,event_type 42,severity_type 1,feature 375,5,resource_type 2
18228,location 684,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
1104,location 760,1,event_type 2,severity_type 1,feature 26,1,resource_type 8
16966,location 230,0,event_type 34,severity_type 2,feature 211,1,resource_type 8
16874,location 1099,0,event_type 11,severity_type 1,feature 81,18,resource_type 8
18127,location 943,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1205,location 242,0,event_type 34,severity_type 2,feature 314,68,resource_type 2
3172,location 122,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
18535,location 133,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
8729,location 734,1,event_type 15,severity_type 1,feature 203,2,resource_type 8
3384,location 9,0,event_type 11,severity_type 1,feature 108,1,resource_type 8
7640,location 998,0,event_type 11,severity_type 1,feature 62,1,resource_type 8
7007,location 1049,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
11469,location 229,0,event_type 34,severity_type 1,feature 301,2,resource_type 2
16837,location 1065,1,event_type 11,severity_type 1,feature 201,1,resource_type 8
17237,location 878,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
19,location 644,1,event_type 42,severity_type 1,feature 368,3,resource_type 2
14290,location 249,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
6761,location 321,0,event_type 35,severity_type 1,feature 301,2,resource_type 2
15850,location 100,0,event_type 34,severity_type 2,feature 232,13,resource_type 2
16249,location 126,0,event_type 34,severity_type 2,feature 233,7,resource_type 2
11170,location 322,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
9380,location 618,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1790,location 148,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
14735,location 1075,2,event_type 15,severity_type 1,feature 203,11,resource_type 8
14241,location 57,1,event_type 11,severity_type 1,feature 41,1,resource_type 8
5689,location 91,0,event_type 35,severity_type 2,feature 315,148,resource_type 2
14799,location 462,1,event_type 11,severity_type 2,feature 44,1,resource_type 8
15037,location 790,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
17745,location 1008,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
874,location 1100,2,event_type 15,severity_type 1,feature 82,115,resource_type 8
11724,location 707,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
12109,location 662,0,event_type 11,severity_type 1,feature 85,2,resource_type 2
2589,location 679,1,event_type 11,severity_type 1,feature 55,8,resource_type 8
1619,location 533,0,event_type 27,severity_type 1,feature 154,2,resource_type 9
9224,location 658,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
6197,location 1117,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
6643,location 51,1,event_type 11,severity_type 1,feature 205,1,resource_type 8
14544,location 1125,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
14337,location 1109,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
16159,location 135,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
12623,location 297,0,event_type 35,severity_type 4,feature 301,2,resource_type 2
11193,location 897,1,event_type 44,severity_type 1,feature 283,1,resource_type 2
10700,location 498,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
1264,location 808,0,event_type 15,severity_type 1,feature 52,1,resource_type 2
18386,location 526,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
5364,location 504,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
16123,location 603,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
6111,location 599,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
7607,location 810,2,event_type 15,severity_type 1,feature 71,3,resource_type 8
14830,location 619,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
12961,location 1061,2,event_type 15,severity_type 1,feature 80,9,resource_type 8
16230,location 9,0,event_type 11,severity_type 1,feature 71,4,resource_type 8
8174,location 760,1,event_type 54,severity_type 1,feature 170,3,resource_type 8
15369,location 1052,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
4558,location 122,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
12259,location 707,0,event_type 15,severity_type 2,feature 193,1,resource_type 8
14532,location 805,0,event_type 11,severity_type 1,feature 51,3,resource_type 8
6004,location 124,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
12646,location 380,0,event_type 34,severity_type 2,feature 312,4,resource_type 2
8685,location 159,0,event_type 35,severity_type 2,feature 312,5,resource_type 2
11183,location 477,0,event_type 11,severity_type 1,feature 160,1,resource_type 8
8953,location 108,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
17491,location 691,0,event_type 23,severity_type 2,feature 75,4,resource_type 7
13130,location 496,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
14740,location 814,0,event_type 11,severity_type 2,feature 70,5,resource_type 8
532,location 1090,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
13907,location 765,1,event_type 11,severity_type 2,feature 195,1,resource_type 8
18363,location 609,1,event_type 14,severity_type 1,feature 144,4,resource_type 8
10422,location 584,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
6041,location 600,0,event_type 15,severity_type 2,feature 203,41,resource_type 8
8590,location 897,2,event_type 44,severity_type 1,feature 290,1,resource_type 2
17319,location 455,0,event_type 35,severity_type 2,feature 312,15,resource_type 2
14844,location 790,1,event_type 24,severity_type 1,feature 239,4,resource_type 8
6719,location 845,2,event_type 15,severity_type 2,feature 82,14,resource_type 8
